epoch,acc,loss,val_acc,val_loss
0,0.0140625,0.00991135793738,0.00994318181818,0.00994315377267
0,0.01328125,0.00990650721826,0.00497159090909,0.00993441462263
0,0.0153125,0.00990451881662,0.00568181818182,0.00994719528932
0,0.0175,0.00991007605568,0.00639204545455,0.00994479594837
0,0.01171875,0.00990501614287,0.0078125,0.00993742177856
0,0.0125,0.00990362826269,0.00142045454545,0.0099342008841
0,0.01421875,0.00990335477516,0.00568181818182,0.00992719782516
0,0.01359375,0.00990494611673,0.00710227272727,0.00993719851513
0,0.01375,0.00990137113258,0.00426136363636,0.00993476458825
0,0.0153125,0.00990075130016,0.00568181818182,0.00993194399317
0,0.01390625,0.00990271779243,0.00284090909091,0.00993085134012
0,0.015,0.00990224489011,0.00142045454545,0.00993730305609
0,0.013125,0.00989910627715,0.0149147727273,0.00992671774954
0,0.01484375,0.00990363849327,0.00852272727273,0.00993043300696
0,0.01546875,0.00989937042352,0.0142045454545,0.0099308274644
0,0.0146875,0.00989806498867,0.00923295454545,0.00993142856962
0,0.01390625,0.00990049150307,0.000710227272727,0.00992848275399
0,0.01234375,0.00989899746608,0.00852272727273,0.00992108280347
0,0.01609375,0.00989939200226,0.00355113636364,0.00992759393359
0,0.01765625,0.00989875706844,0.00142045454545,0.00992963687432
0,0.01234375,0.00990102536976,0.00426136363636,0.0099312311504
0,0.01234375,0.00989713749848,0.00710227272727,0.00992770416831
0,0.01640625,0.00989870092366,0.00710227272727,0.00992773718793
0,0.01328125,0.00990053754766,0.00568181818182,0.00992882482454
0,0.013125,0.00990091410931,0.00284090909091,0.00993622797118
0,0.01453125,0.00989861519076,0.00355113636364,0.00993182175708
0,0.015,0.00990072997287,0.00284090909091,0.00993890156546
0,0.01234375,0.00990233803168,0.00852272727273,0.00992281425914
0,0.01578125,0.00989992078394,0.00852272727273,0.00992970532653
0,0.01328125,0.0099094024254,0.00426136363636,0.00993278303014
0,0.015625,0.00989809951279,0.00568181818182,0.0099330236712
0,0.0128125,0.00989739215001,0.0078125,0.00993160308677
0,0.01640625,0.00989742964506,0.000710227272727,0.00993102115833
0,0.0125,0.00989970301278,0.00639204545455,0.00994140445255
0,0.01390625,0.00989708159585,0.00568181818182,0.00992827117443
0,0.01171875,0.00992976402864,0.0113636363636,0.00992662603544
0,0.01171875,0.00989839192946,0.00213068181818,0.00993880659172
0,0.0153125,0.00989675872959,0.0134943181818,0.00993650237268
0,0.01296875,0.00989756055642,0.00710227272727,0.00992979642681
0,0.01203125,0.00989884979092,0.00213068181818,0.00993809116666
0,0.01546875,0.00989727327134,0.00355113636364,0.00992673521184
0,0.01703125,0.00989607514814,0.00426136363636,0.00993443993767
0,0.01375,0.00989739255048,0.00639204545455,0.00993624551814
0,0.01546875,0.0098979050247,0.00568181818182,0.00993416579017
0,0.0146875,0.00989768498112,0.00710227272727,0.00994137454439
0,0.019375,0.00989793871529,0.00852272727273,0.0099389874588
0,0.01859375,0.00989591829013,0.00213068181818,0.00993378523907
0,0.01453125,0.00989747771528,0.000710227272727,0.00993352628906
0,0.0165625,0.00989765095059,0.00284090909091,0.00994285856458
0,0.014375,0.00989728377666,0.00639204545455,0.00993770676326
0,0.01234375,0.00989720600192,0.00284090909091,0.0099445476874
0,0.011875,0.00989462028258,0.00994318181818,0.00993716232055
0,0.0175,0.00989513473585,0.0078125,0.00993683703498
0,0.01515625,0.00989717677236,0.00568181818182,0.0099324115806
0,0.011875,0.00989531361032,0.0078125,0.00994322178039
0,0.01671875,0.00989349998534,0.00213068181818,0.00993308996443
0,0.01265625,0.00989727372769,0.00355113636364,0.00993863008493
0,0.0146875,0.00989764251281,0.0184659090909,0.00993065485223
0,0.0140625,0.0098983685812,0.00923295454545,0.00993332522921
0,0.01484375,0.00989548775367,0.00355113636364,0.00993618773381
0,0.0153125,0.00989741247147,0.00923295454545,0.00993204593066
0,0.01203125,0.00989311482292,0.0134943181818,0.00993323078464
0,0.01703125,0.00989333806094,0.00426136363636,0.00993575109169
0,0.0165625,0.00990006729029,0.00426136363636,0.00993659999222
0,0.0159375,0.00989712151699,0.00213068181818,0.00993650288067
0,0.01359375,0.00989485472906,0.00568181818182,0.00992391271178
0,0.013125,0.00989427273162,0.00923295454545,0.0099256939297
0,0.01578125,0.00989493022207,0.00923295454545,0.00993694426407
0,0.0165625,0.00989502546843,0.0113636363636,0.00993414472958
0,0.0134375,0.00989322633948,0.00426136363636,0.00993976595981
0,0.01234375,0.00989412381779,0.00710227272727,0.00993135715411
0,0.014375,0.00989386994392,0.00142045454545,0.00993525818922
0,0.01484375,0.00992223644163,0.00426136363636,0.00993541386825
0,0.01484375,0.00989522091579,0.0078125,0.00992948720655
0,0.01375,0.00989667225163,0.00426136363636,0.00993811076676
0,0.0153125,0.00989464309532,0.00355113636364,0.00993328327736
0,0.01671875,0.0098942240607,0.00284090909091,0.0099382747642
0,0.0128125,0.00989493111614,0.00852272727273,0.00993182611736
0,0.01375,0.00989305268042,0.00568181818182,0.00993716045791
0,0.01625,0.00989248868078,0.000710227272727,0.00992535653693
0,0.0153125,0.00989372645505,0.00710227272727,0.00994097007523
0,0.0165625,0.0098929185234,0.00142045454545,0.00993237168189
0,0.01875,0.00989047836047,0.00497159090909,0.00993678807704
0,0.014375,0.00989069940988,0.00355113636364,0.00993649947288
0,0.011875,0.00989413467702,0.00710227272727,0.00993086010302
0,0.01515625,0.0098950216081,0.00568181818182,0.00993155791763
0,0.0171875,0.0098950821301,0.00497159090909,0.00993486352011
0,0.0153125,0.00989190287422,0.00710227272727,0.00993740040047
0,0.01765625,0.0100013215467,0.00142045454545,0.00993573183024
0,0.01578125,0.00989264629316,0.00213068181818,0.00993260777217
0,0.0153125,0.00989334718324,0.00213068181818,0.00993734820407
0,0.01625,0.00989303535782,0.0120738636364,0.00993190561845
0,0.0153125,0.00989339080639,0.00355113636364,0.00992746249011
0,0.0159375,0.0098926915694,0.00710227272727,0.00992870212279
0,0.01484375,0.00989056889899,0.00568181818182,0.00993441870775
0,0.0165625,0.00988904367201,0.00994318181818,0.00993395645425
0,0.01828125,0.00988931841683,0.00639204545455,0.0099307814486
0,0.015,0.00989479192533,0.0113636363636,0.00993048412387
0,0.01671875,0.00989163388032,0.0127840909091,0.00993275966241
0,0.01609375,0.00989218193572,0.00497159090909,0.00992468297905
0,0.01828125,0.00989133394323,0.00497159090909,0.00993352421475
0,0.0165625,0.00989061329514,0.0106534090909,0.0100138146346
0,0.01859375,0.00989009981509,0.00852272727273,0.0099367455537
0,0.015,0.00989406139124,0.00213068181818,0.00992657339454
0,0.01390625,0.00989117260091,0.0106534090909,0.0100105346011
0,0.01515625,0.00989148946013,0.00426136363636,0.00997440927577
0,0.01421875,0.00989377928898,0.000710227272727,0.00993581558578
0,0.01609375,0.00989221155643,0.00355113636364,0.00993134314194
0,0.019375,0.00989069246221,0.00710227272727,0.00993015413935
0,0.01828125,0.00988860533107,0.0163352272727,0.0099203645421
0,0.01609375,0.0098926417483,0.0106534090909,0.00992405109785
0,0.0196875,0.00988997661043,0.0078125,0.00993858802725
0,0.01703125,0.009890888175,0.0163352272727,0.00992717792873
0,0.0140625,0.00989188690204,0.00355113636364,0.00993061825548
0,0.01828125,0.00989054891281,0.00568181818182,0.00993551447226
0,0.015625,0.00989174349234,0.0106534090909,0.00996154269458
0,0.01578125,0.00988968358375,0.00710227272727,0.00993139466101
0,0.016875,0.00989061786793,0.000710227272727,0.0099308536896
0,0.0203125,0.00988651288673,0.00355113636364,0.00992626696825
0,0.01828125,0.0098925186228,0.00639204545455,0.00992487696931
0,0.0184375,0.00989099326544,0.00852272727273,0.00993118820373
0,0.0175,0.00988799144514,0.0106534090909,0.00993217798797
0,0.0140625,0.00989163234364,0.00213068181818,0.00993578409014
0,0.016875,0.00988668771926,0.00213068181818,0.00994441457177
0,0.01625,0.0098896986898,0.00497159090909,0.00993432913145
0,0.0178125,0.00989027207717,0.00994318181818,0.00993591206233
0,0.0171875,0.00988947276957,0.00426136363636,0.00992953144437
0,0.0171875,0.00989961715415,0.0,0.009934425989
0,0.0178125,0.00988833119161,0.00426136363636,0.00993615202606
0,0.02046875,0.00989005197771,0.00355113636364,0.00993491978046
0,0.018125,0.00988897500094,0.0078125,0.00992983410304
0,0.01796875,0.00989042413887,0.00355113636364,0.0099332228049
